iter	Logloss
187	0.07903777425
188	0.07857123917
189	0.07787945825
190	0.07752166114
191	0.07720028856
192	0.07688357501
193	0.07637850569
194	0.07576288058
195	0.07516317713
196	0.07472382826
197	0.07423642185
198	0.07388668525
199	0.07344951811
200	0.07294788244
201	0.07255595688
202	0.07191672086
203	0.07140608888
204	0.07099929393
205	0.07047971073
206	0.07002308202
207	0.06949641355
208	0.06906746619
209	0.06862949204
210	0.06819379215
211	0.06770568175
212	0.06743167287
213	0.06700504652
214	0.06661739214
215	0.06615934515
216	0.06569227315
217	0.06535180412
218	0.06504142903
219	0.06466145061
220	0.06431415745
221	0.06393811429
222	0.06344953807
223	0.06302369299
224	0.06272646934
225	0.06252150881
226	0.06224970559
227	0.06175515088
228	0.06135725643
229	0.06089679475
230	0.06056810994
231	0.06033359527
232	0.05999690122
233	0.05969124437
234	0.05945813383
235	0.05907034465
236	0.05864006296
237	0.05826949385
238	0.05793532471
239	0.05770478775
240	0.05729138515
241	0.05693159448
242	0.05660988428
243	0.0563599919
244	0.05602354371
245	0.05576493353
246	0.05543662485
247	0.05519662908
248	0.05490573236
249	0.05467966402
250	0.05449575444
251	0.05427585316
252	0.05401709194
253	0.0536527505
254	0.05342587102
255	0.05316442779
256	0.05295444767
257	0.05268460397
258	0.05238232952
259	0.05209444919
260	0.05187585698
261	0.05153921438
262	0.05128333518
263	0.05102769908
264	0.05083248366
265	0.05069966272
266	0.0504307256
267	0.05013678533
268	0.04975527999
269	0.04946827061
270	0.04916540366
271	0.04888233848
272	0.0486434109
273	0.04844174114
274	0.04822577014
275	0.04792571615
276	0.04767441692
277	0.04745782128
278	0.04727608433
279	0.04702509752
280	0.04685792559
281	0.04664732627
282	0.0463789147
283	0.04624518893
284	0.045981992
285	0.04577030017
286	0.04557456814
287	0.04535413799
288	0.0451441643
289	0.04488306438
290	0.04461593599
291	0.04441452799
292	0.04420951801
293	0.0439250584
294	0.04373861999
295	0.0435617346
296	0.0433453339
297	0.04314393833
298	0.04298613158
299	0.04279674154
300	0.04260657178
301	0.04245292495
302	0.04219575705
303	0.04192291854
304	0.04175246933
305	0.04153160413
306	0.0413180556
307	0.04115986197
308	0.04100130514
309	0.04084418153
310	0.0406462278
311	0.04050182378
312	0.04038417087
313	0.04023734499
314	0.0400537217
315	0.0399071794
316	0.03975507399
317	0.03954887776
318	0.03942920733
319	0.03935198274
320	0.03916225003
321	0.03905795982
322	0.03888847952
323	0.03874935319
324	0.03857755023
325	0.03840755969
326	0.03822622927
327	0.03804446294
328	0.03788514791
329	0.03774954703
330	0.03757378253
331	0.03741769527
332	0.03723031176
333	0.0371177947
334	0.03692809451
335	0.03677975071
336	0.03667184113
337	0.03656561486
338	0.03644930346
339	0.03628030623
340	0.03614301659
341	0.03602035056
342	0.03588259867
343	0.03572153833
344	0.03556796774
345	0.03541779742
346	0.0353232135
347	0.03515242595
348	0.03500536506
349	0.03486755892
350	0.03473124682
351	0.0346067266
352	0.03439349369
353	0.03429586676
354	0.03416832898
355	0.03404839786
356	0.0339040592
357	0.03375197922
358	0.03360233864
359	0.03345509322
360	0.03332905657
361	0.03324980945
362	0.03314257486
363	0.03300009657
364	0.03290083447
365	0.03277506253
366	0.03266148004
367	0.03260124727
368	0.03251968649
369	0.03238111045
370	0.0322574596
371	0.03209064595
372	0.03195397068
373	0.03186915719
374	0.03176024422
375	0.03159104632
376	0.03149163297
377	0.03139793257
378	0.03128747299
379	0.03116002434
380	0.03106252603
381	0.0309686405
382	0.030861936
383	0.03073503889
384	0.03059600305
385	0.03049070064
386	0.03033891669
387	0.03026763501
388	0.03017266677
389	0.03006458292
390	0.02995889231
391	0.02986933244
392	0.02971825795
393	0.02963773453
394	0.02950674891
395	0.02939975446
396	0.02933303699
397	0.02927353218
398	0.0292023251
399	0.02912651126
400	0.02903532716
401	0.02891934092
402	0.0288704293
403	0.02876534503
404	0.02863837614
405	0.02852422237
406	0.02841587691
407	0.02832155946
408	0.02823745656
409	0.02811730487
410	0.02803841957
411	0.02795297444
412	0.02788620685
413	0.02780125359
414	0.0277023052
415	0.02763756957
416	0.02751757325
417	0.02736208799
418	0.02729410346
419	0.02721304319
420	0.02710485085
421	0.02703101798
422	0.02699116415
423	0.026887053
424	0.0267915411
425	0.02664269335
426	0.02656180847
427	0.02645382918
428	0.02637427431
429	0.02626185289
430	0.0261800094
431	0.0260916582
432	0.02601950859
433	0.02593215312
434	0.02586016374
435	0.02577649231
436	0.0257060837
437	0.0256139723
438	0.02554364295
439	0.02544218051
440	0.02535550538
441	0.02526102408
442	0.02517022994
443	0.02508116726
444	0.02501559132
445	0.02491536507
446	0.02483569754
447	0.02474355771
448	0.02466796594
449	0.02459890168
450	0.02453551124
451	0.02447819223
452	0.02440236351
453	0.02430295514
454	0.02424132309
455	0.02415081883
456	0.02405845415
457	0.0239767301
458	0.02392994137
459	0.02386292707
460	0.02377898906
461	0.02364606116
462	0.02356870472
463	0.0234828545
464	0.02341318332
465	0.02333996028
466	0.02326388635
467	0.02317663803
468	0.02312561357
469	0.02304599195
470	0.0229735891
471	0.02289451177
472	0.02281761817
473	0.02272728436
474	0.02267285201
475	0.02258869404
476	0.0225234025
477	0.0224586047
478	0.02242783708
479	0.02235150537
480	0.02228402622
481	0.02221093962
482	0.02212553192
483	0.02204649076
484	0.02199074965
485	0.021925983
486	0.0218632757
487	0.02178475969
488	0.02174503189
489	0.02168348879
490	0.02160670841
491	0.02153849478
492	0.02144443036
493	0.02133893946
494	0.02126377247
495	0.02120235516
496	0.02114369819
497	0.02107944121
498	0.02102230594
499	0.02099181389
500	0.02092884671
501	0.02087487195
502	0.02085876638
503	0.02080475288
504	0.02077241474
505	0.02071114298
506	0.02063985149
507	0.0205969162
508	0.02054329096
509	0.02047054367
510	0.02042004152
511	0.02037268108
512	0.02030247233
513	0.02024602961
514	0.02020330485
515	0.02012460627
516	0.0200633177
517	0.0199980626
518	0.01994984213
519	0.01986200308
520	0.01980202517
521	0.01973033889
522	0.01969355248
523	0.01964034549
524	0.01958080258
525	0.01950036168
526	0.01945563464
527	0.01940142355
528	0.01934860749
529	0.01930946116
530	0.01925244127
531	0.01920958828
532	0.01915462587
533	0.01912394177
534	0.01908448024
535	0.01901817349
536	0.0189905647
537	0.01893926063
538	0.01887488356
539	0.01883764057
540	0.01878966583
541	0.0187429762
542	0.01869069916
543	0.01863026193
544	0.01859731061
545	0.01853910479
546	0.01851748099
547	0.01847411431
548	0.01843021488
549	0.01838882253
550	0.01832794725
551	0.01827806657
552	0.01823135605
553	0.01819228809
554	0.01811933158
555	0.01805707189
556	0.01799843875
557	0.01795343012
558	0.01791258996
559	0.01785503854
560	0.01782584595
561	0.01776541007
562	0.01771422541
563	0.01766245135
564	0.01759127071
565	0.01756186965
566	0.01750397495
567	0.01745969987
568	0.01741697881
569	0.01737732281
570	0.01732662238
571	0.01726081957
572	0.01720544905
573	0.01713762834
574	0.017081588
575	0.01703284279
576	0.01698654149
577	0.01694189495
578	0.01689760881
579	0.01687200049
580	0.01681106723
581	0.01676953044
582	0.01673153513
583	0.01669436959
584	0.01665122725
585	0.01658284493
586	0.01652613906
587	0.01648918044
588	0.01646236743
589	0.01642916513
590	0.01638250919
591	0.0163427574
592	0.01630263299
593	0.01627648596
594	0.016223809
595	0.01617847893
596	0.01613477026
597	0.0161003445
598	0.0160575026
599	0.01601636581
600	0.01599000882
601	0.01593670354
602	0.01590879815
603	0.01586041498
604	0.01583480739
605	0.01580307287
606	0.01576434585
607	0.0157346029
608	0.01570405213
609	0.01566126571
610	0.01561491256
611	0.01557384939
612	0.01554618064
613	0.01551678607
614	0.01547481888
615	0.01543076689
616	0.01540026006
617	0.01538211021
618	0.01535243018
619	0.01532870017
620	0.01528031102
621	0.01524771136
622	0.01520526676
623	0.01516176869
624	0.01513667724
625	0.01509617651
626	0.01507424595
627	0.01503817903
628	0.01498779126
629	0.01495265119
630	0.01491740071
631	0.01487985857
632	0.01484225081
633	0.01480693262
634	0.01477379744
635	0.01473431026
636	0.01469879907
637	0.01466280073
638	0.01462467147
639	0.01459786631
640	0.01457571533
641	0.01453498116
642	0.01450525381
643	0.01446691741
644	0.01443967063
645	0.01440230261
646	0.01437077431
647	0.01432745276
648	0.01429802856
649	0.01427224087
650	0.01422686221
651	0.01419144877
652	0.01415907717
653	0.01413173882
654	0.01410976953
655	0.01408548501
656	0.01406789901
657	0.014036317
658	0.01400145603
659	0.01398505275
660	0.0139498198
661	0.01390849565
662	0.01387687536
663	0.0138661953
664	0.01383316065
665	0.01380658695
666	0.01378314193
667	0.01373719012
668	0.01370833848
669	0.01368861317
670	0.01366818398
671	0.01364703393
672	0.01361772763
673	0.01358487964
674	0.01355897944
675	0.01353637014
676	0.01350361325
677	0.01347360408
678	0.0134541555
679	0.01341810856
680	0.01338053859
681	0.01335925975
682	0.0133321929
683	0.01329134926
684	0.01325288568
685	0.01323066246
686	0.01319967885
687	0.0131640207
688	0.01313143243
689	0.01307983494
690	0.01305677743
691	0.01304697981
692	0.01302264383
693	0.01299463565
694	0.01294942865
695	0.01291225296
696	0.01288363431
697	0.01284416364
698	0.01279539831
699	0.01276548744
700	0.01274789457
701	0.0127035315
702	0.01268065509
703	0.01264076268
704	0.01261930358
705	0.01259592758
706	0.01256702153
707	0.01254597048
708	0.01250742479
709	0.01248425479
710	0.01246109049
711	0.0124352836
712	0.01241081336
713	0.01238230407
714	0.01236655693
715	0.01234565695
716	0.01231307551
717	0.01229266096
718	0.01227413916
719	0.01224618044
720	0.01221882472
721	0.0121951903
722	0.01216711348
723	0.01215062122
724	0.0121411872
725	0.01212053085
726	0.01210513503
727	0.01207681195
728	0.0120667629
729	0.0120308749
730	0.01201032217
731	0.01197856401
732	0.01194926932
733	0.01193227191
734	0.01190008923
735	0.01186866602
736	0.01184660289
737	0.01181361892
738	0.01178035776
739	0.01175363329
740	0.01173167675
741	0.01168933913
742	0.01167281955
743	0.01164051581
744	0.01160418779
745	0.01157688961
746	0.01156612276
747	0.01153713435
748	0.01150799758
749	0.01148545681
750	0.01145826915
751	0.01145338425
752	0.01143103332
753	0.01141312877
754	0.01138880385
755	0.01136984719
756	0.0113496087
757	0.0113250418
758	0.01130676845
759	0.01128657597
760	0.0112579684
761	0.01123731504
762	0.01121197707
763	0.011187661
764	0.01115611237
765	0.01113105553
766	0.01111013664
767	0.01108953445
768	0.01106770165
769	0.01104150198
770	0.01101959885
771	0.01099605341
772	0.0109821227
773	0.01096292569
774	0.01094561366
775	0.010919779
776	0.01090136259
777	0.01088660975
778	0.01085788022
779	0.01083767123
780	0.01082337008
781	0.01079905562
782	0.01078075114
783	0.01077156199
784	0.01075187742
785	0.01073439072
786	0.01071488457
787	0.01069586217
788	0.01066524911
789	0.01064524186
790	0.01062090192
791	0.01059123217
792	0.01056189268
793	0.01053460175
794	0.01051635094
795	0.0104953111
796	0.01048403539
797	0.01046449714
798	0.01045369071
799	0.01042172551
800	0.01041058961
801	0.01039242157
802	0.01037513721
803	0.01035247336
804	0.01033272567
805	0.01031478039
806	0.01028385365
807	0.01027657862
808	0.01025046836
809	0.01022850398
810	0.01021048927
811	0.01018949886
812	0.01017042616
813	0.01015467637
814	0.01014516034
815	0.01013981543
816	0.01012623071
817	0.0101024866
818	0.01008105089
819	0.01005840903
820	0.01004035572
821	0.01002015831
822	0.01000596147
823	0.009993521004
824	0.009963862858
825	0.009939765232
826	0.009922582488
827	0.009897611597
828	0.009895780348
829	0.009882091514
830	0.009856746292
831	0.009835807633
832	0.009819002269
833	0.009801382816
834	0.009785482658
835	0.009767223421
836	0.009744869835
837	0.009728495897
838	0.009717116138
839	0.009693000614
840	0.009677696121
841	0.009656251463
842	0.009640923812
843	0.009616159232
844	0.009598160464
845	0.009575401221
846	0.009549428413
847	0.00952954986
848	0.009520878566
849	0.009501711944
850	0.009483483121
851	0.009469277585
852	0.009452823799
853	0.009432180316
854	0.009408208325
855	0.009389195988
856	0.009387808808
857	0.009370281078
858	0.009353893773
859	0.00933649307
860	0.009319907559
861	0.00929980722
862	0.009287041168
863	0.009272689896
864	0.009248540007
865	0.009232259432
866	0.009217570021
867	0.009209607307
868	0.009195811895
869	0.009183914165
870	0.009158679587
871	0.009153979075
872	0.009127000139
873	0.009117191467
874	0.009099130981
875	0.009081432769
876	0.009064356456
877	0.009052991448
878	0.009030606039
879	0.009020717393
880	0.009009913668
881	0.008995887564
882	0.008975955892
883	0.008956023243
884	0.008935270129
885	0.008919193238
886	0.008895446952
887	0.008868026899
888	0.008855254417
889	0.00884167099
890	0.008820703995
891	0.008812821164
892	0.008809010666
893	0.008780152622
894	0.008768701361
895	0.008751544931
896	0.008731567932
897	0.00871525406
898	0.008697516787
899	0.008683497041
900	0.008660593386
901	0.008652367117
902	0.008636827688
903	0.008609497763
904	0.008589566232
905	0.008574572742
906	0.008560071637
907	0.00854506126
908	0.008531089424
909	0.008526955715
910	0.008512189853
911	0.008496864857
912	0.008481462529
913	0.008461613833
914	0.008459623509
915	0.008453563121
916	0.008439213432
917	0.00843751062
918	0.008425841896
919	0.008412345893
920	0.008393544946
921	0.008373476729
922	0.008361656188
923	0.008345919196
924	0.008323515323
925	0.008315884977
926	0.008300342945
927	0.008297822199
928	0.008277412236
929	0.008257481071
930	0.008240828435
931	0.008225905648
932	0.008217453999
933	0.008195898442
934	0.008183110579
935	0.008163400158
936	0.008161745334
937	0.008149637798
938	0.008139437914
939	0.008137184043
940	0.008118019283
941	0.008115595071
942	0.008100634759
943	0.008088959341
944	0.008079696595
945	0.008060753942
946	0.008050410929
947	0.008038709652
948	0.008024497513
949	0.008011942161
950	0.008010779209
951	0.008000417234
952	0.007987027681
953	0.007977528786
954	0.007968794486
955	0.007955061899
956	0.007938348852
957	0.007931260189
958	0.007929582755
959	0.007924164198
960	0.007912767506
961	0.007898307997
962	0.007886703117
963	0.007872992075
964	0.007852372497
965	0.007847017971
966	0.007835082092
967	0.007823182243
968	0.007815650491
969	0.007808910116
970	0.007798177778
971	0.007783999972
972	0.007781592952
973	0.007759525104
974	0.007737795718
975	0.007715097688
976	0.007691332734
977	0.007674742367
978	0.007672154693
979	0.007654734174
980	0.007642499129
981	0.007630801704
982	0.007607838931
983	0.007594596544
984	0.007583333893
985	0.00756402618
986	0.007544266658
987	0.007535862172
988	0.00751390056
989	0.007512038114
990	0.007492760997
991	0.00748237229
992	0.007473491895
993	0.007467184883
994	0.007450509715
995	0.007438745022
996	0.007424815692
997	0.007407027548
998	0.007392423976
999	0.007389888659
