iter	Passed	Remaining
408	5142	7431
409	5151	7413
410	5162	7398
411	5172	7382
412	5184	7369
413	5192	7349
414	5201	7332
415	5210	7315
416	5220	7298
417	5230	7283
418	5239	7264
419	5248	7247
420	5258	7232
421	5268	7215
422	5275	7196
423	5287	7183
424	5298	7168
425	5308	7153
426	5318	7136
427	5329	7122
428	5339	7106
429	5347	7088
430	5359	7075
431	5367	7057
432	5377	7041
433	5387	7025
434	5395	7007
435	5404	6991
436	5414	6975
437	5424	6960
438	5435	6946
439	5444	6929
440	5468	6931
441	5482	6920
442	5501	6917
443	5516	6908
444	5525	6891
445	5535	6876
446	5546	6861
447	5554	6844
448	5567	6832
449	5575	6813
450	5583	6796
451	5594	6782
452	5602	6764
453	5613	6751
454	5621	6733
455	5629	6715
456	5640	6701
457	5648	6684
458	5658	6669
459	5672	6658
460	5680	6641
461	5693	6629
462	5702	6613
463	5710	6596
464	5720	6581
465	5727	6562
466	5737	6548
467	5744	6530
468	5754	6515
469	5766	6502
470	5773	6484
471	5783	6469
472	5790	6451
473	5801	6438
474	5814	6426
475	5822	6409
476	5832	6394
477	5843	6381
478	5850	6363
479	5859	6348
480	5868	6331
481	5877	6316
482	5885	6299
483	5894	6284
484	5901	6266
485	5911	6251
486	5921	6237
487	5928	6220
488	5937	6204
489	5946	6188
490	5963	6182
491	5986	6181
492	6001	6171
493	6014	6161
494	6022	6143
495	6033	6130
496	6041	6114
497	6051	6099
498	6059	6083
499	6068	6068
500	6078	6054
501	6086	6038
502	6096	6024
503	6103	6007
504	6158	6036
505	6190	6043
506	6197	6026
507	6206	6011
508	6213	5994
509	6224	5980
510	6231	5963
511	6241	5949
512	6249	5932
513	6258	5917
514	6269	5904
515	6276	5887
516	6286	5872
517	6294	5857
518	6304	5842
519	6312	5826
520	6321	5812
521	6330	5797
522	6338	5781
523	6348	5767
524	6355	5750
525	6366	5737
526	6373	5720
527	6382	5705
528	6393	5692
529	6400	5675
530	6409	5660
531	6417	5645
532	6426	5630
533	6434	5615
534	6444	5601
535	6454	5587
536	6462	5572
537	6473	5559
538	6482	5544
539	6493	5531
540	6502	5516
541	6509	5500
542	6519	5486
543	6526	5470
544	6535	5456
545	6542	5439
546	6552	5426
547	6559	5410
548	6568	5396
549	6576	5380
550	6585	5366
551	6592	5350
552	6603	5337
553	6611	5322
554	6620	5308
555	6630	5294
556	6638	5279
557	6649	5267
558	6656	5251
559	6672	5242
560	6681	5228
561	6688	5212
562	6698	5199
563	6706	5184
564	6713	5168
565	6724	5156
566	6732	5141
567	6741	5127
568	6748	5111
569	6759	5099
570	6766	5083
571	6774	5069
572	6786	5056
573	6793	5041
574	6803	5028
575	6811	5013
576	6820	4999
577	6830	4987
578	6838	4972
579	6847	4958
580	6856	4944
581	6866	4931
582	6873	4916
583	6884	4903
584	6892	4889
585	6900	4875
586	6911	4862
587	6918	4847
588	6930	4836
589	6937	4821
590	6946	4807
591	6957	4794
592	6963	4779
593	6973	4766
594	6982	4752
595	6993	4740
596	7002	4726
597	7010	4712
598	7020	4700
599	7030	4686
600	7040	4674
601	7052	4662
602	7061	4649
603	7071	4636
604	7079	4621
605	7088	4608
606	7097	4595
607	7105	4581
608	7114	4567
609	7121	4553
610	7131	4540
611	7139	4526
612	7149	4513
613	7160	4501
614	7167	4487
615	7177	4474
616	7185	4460
617	7195	4447
618	7202	4433
619	7212	4420
620	7220	4407
621	7228	4392
622	7242	4382
623	7250	4368
624	7260	4356
625	7269	4343
626	7276	4328
627	7286	4316
628	7294	4302
629	7303	4289
630	7312	4276
631	7321	4263
632	7328	4249
633	7338	4236
634	7347	4223
635	7354	4209
636	7365	4197
637	7373	4183
638	7383	4171
639	7394	4159
640	7400	4144
641	7410	4132
642	7418	4119
643	7429	4106
644	7440	4094
645	7447	4081
646	7455	4067
647	7464	4054
648	7473	4041
649	7480	4028
650	7490	4015
651	7498	4002
652	7507	3989
653	7518	3977
654	7526	3964
655	7540	3953
656	7548	3941
657	7557	3928
658	7572	3918
659	7580	3905
660	7589	3892
661	7598	3879
662	7605	3865
663	7618	3854
664	7627	3842
665	7635	3829
666	7645	3816
667	7652	3803
668	7662	3790
669	7670	3778
670	7681	3766
671	7689	3753
672	7696	3739
673	7707	3728
674	7714	3714
675	7723	3701
676	7732	3689
677	7740	3676
678	7748	3663
679	7759	3651
680	7767	3638
681	7776	3626
682	7785	3613
683	7792	3600
684	7803	3588
685	7810	3575
686	7819	3562
687	7828	3550
688	7836	3537
689	7844	3524
690	7854	3512
691	7863	3499
692	7870	3486
693	7881	3474
694	7887	3461
695	7897	3449
696	7905	3436
697	7915	3424
698	7924	3412
699	7932	3399
700	7940	3386
701	7949	3374
702	7959	3362
703	7966	3349
704	7978	3338
705	7987	3326
706	7996	3313
707	8008	3302
708	8015	3289
709	8025	3277
710	8032	3265
711	8040	3252
712	8050	3240
713	8058	3227
714	8066	3215
715	8073	3202
716	8084	3190
717	8091	3178
718	8106	3168
719	8116	3156
720	8129	3145
721	8137	3133
722	8148	3121
723	8186	3120
724	8205	3112
725	8219	3102
726	8236	3092
727	8249	3082
728	8257	3069
729	8273	3060
730	8286	3049
731	8294	3036
732	8303	3024
733	8314	3013
734	8322	3000
735	8331	2988
736	8343	2977
737	8351	2965
738	8364	2954
739	8374	2942
740	8382	2929
741	8393	2918
742	8400	2905
743	8409	2893
744	8417	2881
745	8426	2869
746	8434	2856
747	8444	2844
748	8451	2832
749	8460	2820
750	8468	2807
751	8476	2795
752	8487	2783
753	8494	2771
754	8503	2759
755	8512	2747
756	8521	2735
757	8528	2722
758	8538	2711
759	8547	2699
760	8554	2686
761	8565	2675
762	8573	2662
763	8581	2650
764	8590	2638
765	8599	2627
766	8607	2614
767	8617	2603
768	8626	2591
769	8634	2579
770	8645	2567
771	8653	2555
772	8662	2543
773	8674	2532
774	8681	2520
775	8691	2508
776	8698	2496
777	8708	2484
778	8716	2472
779	8724	2460
780	8733	2449
781	8740	2436
782	8753	2425
783	8760	2413
784	8770	2401
785	8779	2390
786	8786	2377
787	8796	2366
788	8803	2354
789	8812	2342
790	8821	2330
791	8832	2319
792	8839	2307
793	8850	2296
794	8860	2284
795	8869	2273
796	8879	2261
797	8892	2250
798	8907	2240
799	8928	2232
800	8947	2222
801	8969	2214
802	8986	2204
803	8996	2193
804	9008	2182
805	9018	2170
806	9026	2158
807	9038	2147
808	9048	2136
809	9057	2124
810	9067	2113
811	9074	2100
812	9085	2089
813	9094	2078
814	9101	2065
815	9112	2054
816	9119	2042
817	9129	2031
818	9138	2019
819	9146	2007
820	9157	1996
821	9166	1984
822	9175	1973
823	9187	1962
824	9195	1950
825	9204	1938
826	9213	1927
827	9223	1915
828	9231	1904
829	9241	1892
830	9251	1881
831	9258	1869
832	9268	1858
833	9275	1846
834	9286	1835
835	9294	1823
836	9304	1811
837	9316	1800
838	9326	1789
839	9335	1778
840	9345	1766
841	9356	1755
842	9364	1744
843	9373	1732
844	9382	1721
845	9391	1709
846	9399	1697
847	9411	1686
848	9419	1675
849	9427	1663
850	9437	1652
851	9444	1640
852	9455	1629
853	9462	1617
854	9471	1606
855	9479	1594
856	9488	1583
857	9495	1571
858	9504	1560
859	9513	1548
860	9520	1537
861	9530	1525
862	9538	1514
863	9551	1503
864	9564	1492
865	9571	1481
866	9580	1469
867	9591	1458
868	9598	1446
869	9607	1435
870	9616	1424
871	9624	1412
872	9632	1401
873	9643	1390
874	9651	1378
875	9660	1367
876	9670	1356
877	9679	1344
878	9689	1333
879	9696	1322
880	9706	1311
881	9717	1300
882	9724	1288
883	9733	1277
884	9742	1265
885	9751	1254
886	9758	1243
887	9785	1234
888	9797	1223
889	9804	1211
890	9814	1200
891	9821	1189
892	9830	1177
893	9840	1166
894	9849	1155
895	9858	1144
896	9868	1133
897	9877	1121
898	9884	1110
899	9895	1099
900	9902	1088
901	9911	1076
902	9920	1065
903	9929	1054
904	9941	1043
905	9948	1032
906	9957	1020
907	9965	1009
908	9973	998
909	9982	987
910	9991	976
911	10000	964
912	10007	953
913	10018	942
914	10025	931
915	10036	920
916	10046	909
917	10053	898
918	10064	887
919	10075	876
920	10082	864
921	10093	853
922	10100	842
923	10109	831
924	10117	820
925	10126	809
926	10135	798
927	10145	787
928	10153	775
929	10163	765
930	10172	753
931	10180	742
932	10228	734
933	10242	723
934	10256	713
935	10266	701
936	10274	690
937	10283	679
938	10290	668
939	10319	658
940	10327	647
941	10334	636
942	10345	625
943	10352	614
944	10360	603
945	10369	591
946	10379	580
947	10386	569
948	10396	558
949	10404	547
950	10412	536
951	10422	525
952	10429	514
953	10438	503
954	10447	492
955	10457	481
956	10464	470
957	10475	459
958	10484	448
959	10492	437
960	10503	426
961	10510	415
962	10519	404
963	10526	393
964	10537	382
965	10544	371
966	10552	360
967	10563	349
968	10570	338
969	10579	327
970	10587	316
971	10596	305
972	10605	294
973	10614	283
974	10621	272
975	10636	261
976	10646	250
977	10657	239
978	10666	228
979	10677	217
980	10685	206
981	10694	196
982	10702	185
983	10713	174
984	10722	163
985	10730	152
986	10740	141
987	10750	130
988	10758	119
989	10768	108
990	10775	97
991	10786	86
992	10794	76
993	10802	65
994	10813	54
995	10820	43
996	10830	32
997	10838	21
998	10847	10
999	10854	0
